iter	RMSE
116	0.09008982415
117	0.08877413479
118	0.08744186656
119	0.08613517358
120	0.0850766735
121	0.08382028901
122	0.08251393247
123	0.08134891268
124	0.0803846698
125	0.07918330557
126	0.07820748757
127	0.07725656709
128	0.0761536077
129	0.07501908726
130	0.07406598224
131	0.07310013977
132	0.07202202292
133	0.07108019713
134	0.07005045705
135	0.06906087351
136	0.06821050379
137	0.06731671583
138	0.06659504318
139	0.06566916017
140	0.06485827306
141	0.06410263773
142	0.06342174209
143	0.06259743699
144	0.06178286738
145	0.06100381681
146	0.06036006296
147	0.05985067446
148	0.05914799862
149	0.05850505019
150	0.05779914342
151	0.0572493253
152	0.05658359973
153	0.05598500986
154	0.05554370624
155	0.05505737951
156	0.05444350211
157	0.05387995115
158	0.05327223816
159	0.05274482167
160	0.05217861669
161	0.05167254647
162	0.05109830186
163	0.05057956084
164	0.05014963742
165	0.04966450175
166	0.04924985003
167	0.04881229765
168	0.04839965342
169	0.04792313896
170	0.04757004145
171	0.04719607914
172	0.04674225107
173	0.04638723684
174	0.04604642024
175	0.04574081055
176	0.04536879574
177	0.04500342414
178	0.04464791016
179	0.0442797908
180	0.04405400559
181	0.04371945627
182	0.0434596952
183	0.04313362928
184	0.04280252085
185	0.04247646094
186	0.04218489327
187	0.04191472941
188	0.0416013342
189	0.04132869497
190	0.04113738138
191	0.04087991979
192	0.04064437402
193	0.04039325201
194	0.04014373839
195	0.03990307998
196	0.03968325704
197	0.03950697422
198	0.03925708038
199	0.03904495525
200	0.03881587291
201	0.03858592259
202	0.03840029418
203	0.03821248713
204	0.03798761147
205	0.03783195418
206	0.03767166849
207	0.03750776035
208	0.03731269683
209	0.0371385114
210	0.03694987503
211	0.03678200251
212	0.03657966204
213	0.0363637891
214	0.0361812846
215	0.03601354641
216	0.03590158828
217	0.03576626283
218	0.03560784043
219	0.03544800442
220	0.03535351253
221	0.03529822324
222	0.03512433473
223	0.03499989769
224	0.03485759449
225	0.03469871476
226	0.03462807523
227	0.03449168012
228	0.03431710876
229	0.03419743438
230	0.03403409962
231	0.03397454217
232	0.03387350109
233	0.03376400035
234	0.03369640526
235	0.03359732345
236	0.03354000588
237	0.03339368263
238	0.03328022593
239	0.03315657459
240	0.03307919048
241	0.03297511226
242	0.03287580386
243	0.03278732157
244	0.0327243932
245	0.03261147718
246	0.03249683125
247	0.03239994393
248	0.03230639689
249	0.03218286487
250	0.03209279791
251	0.03199091822
252	0.03188944745
253	0.03182769689
254	0.03168898405
255	0.03161741881
256	0.03152269001
257	0.03146886106
258	0.03138417655
259	0.03133137334
260	0.03121675074
261	0.0311730683
262	0.03103751376
263	0.0309325115
264	0.0308422601
265	0.03077247238
266	0.03065136833
267	0.03057956537
268	0.0305125853
269	0.03044638747
270	0.03033240009
271	0.03021684549
272	0.03014877628
273	0.03008181435
274	0.02996362825
275	0.02987736947
276	0.02981314885
277	0.0297641317
278	0.02965183739
279	0.0295669037
280	0.02948153799
281	0.02939006834
282	0.02931408475
283	0.02919713657
284	0.02915295221
285	0.02899109836
286	0.02895032699
287	0.02886705174
288	0.02881974996
289	0.02869952312
290	0.02865749648
291	0.02859635609
292	0.02851972796
293	0.02847098115
294	0.02843324199
295	0.02832889117
296	0.02825437292
297	0.02819582538
298	0.02812745543
299	0.02801869759
300	0.02797996705
301	0.02788418621
302	0.02784306862
303	0.02774162561
304	0.02765953871
305	0.02762054788
306	0.02748957694
307	0.02741898486
308	0.02734350235
309	0.0273084783
310	0.02727176009
311	0.02723755156
312	0.02720559231
313	0.02717558573
314	0.02714304742
315	0.02701387233
316	0.02698547992
317	0.02696329225
318	0.02686749992
319	0.02683866771
320	0.02680932168
321	0.02678109684
322	0.0267543166
323	0.02658777155
324	0.02647600546
325	0.02643523852
326	0.02636722157
327	0.02632785199
328	0.02621365252
329	0.02609354258
330	0.02602242933
331	0.02596980903
332	0.02581421219
333	0.02575271103
334	0.02567363247
335	0.0255550323
336	0.02548426979
337	0.02541141257
338	0.02535259899
339	0.02531754236
340	0.02523221587
341	0.02510600058
342	0.02501527219
343	0.02498887628
344	0.02489662648
345	0.02487166762
346	0.02478416551
347	0.02468396526
348	0.02455717124
349	0.02446383089
350	0.02436059292
351	0.02432814956
352	0.02430168343
353	0.0242107569
354	0.02417933521
355	0.02410997621
356	0.02408505967
357	0.02399725595
358	0.02397719923
359	0.02396021476
360	0.02393111399
361	0.02391470018
362	0.02389436773
363	0.02379900833
364	0.02378016593
365	0.02370822784
366	0.02362699399
367	0.02355112618
368	0.0234888195
369	0.02346844332
370	0.02344871481
371	0.02339400978
372	0.02328625241
373	0.02325474222
374	0.0231493672
375	0.02306647908
376	0.02299018259
377	0.02293127434
378	0.0229085745
379	0.02284425057
380	0.02281410626
381	0.0227402679
382	0.02271267411
383	0.02269929334
384	0.02262522153
385	0.02256932249
386	0.02251206633
387	0.02249311072
388	0.02243157116
389	0.02233324606
390	0.02227675642
391	0.02224987922
392	0.02215963008
393	0.02209270307
394	0.02205001615
395	0.02200832643
396	0.02199334313
397	0.02193329944
398	0.0218749321
399	0.0218018051
400	0.02177517432
401	0.02176171208
402	0.0217056344
403	0.02163956426
404	0.02159618416
405	0.02154036582
406	0.02148870556
407	0.02145949766
408	0.02139348166
409	0.02133839937
410	0.02127261611
411	0.02122034534
412	0.02116708874
413	0.02110940931
414	0.02105879454
415	0.02099970554
416	0.0209489435
417	0.02092094998
418	0.02089926459
419	0.02088332353
420	0.0208271244
421	0.02081455068
422	0.02078057807
423	0.0207337284
424	0.02066618226
425	0.02062361455
426	0.02059708783
427	0.02055167814
428	0.02047649577
429	0.02046705865
430	0.02038433995
431	0.02037501846
432	0.02032090987
433	0.02029775719
434	0.02024155661
435	0.02018788215
436	0.02014725295
437	0.02008868262
438	0.02001839127
439	0.01996714436
440	0.01990731359
441	0.01987723586
442	0.01983257407
443	0.01980439357
444	0.01974831885
445	0.01970266834
446	0.01967792876
447	0.01966982378
448	0.01964586256
449	0.01961700364
450	0.01957155483
451	0.01954551851
452	0.01953654955
453	0.01947563799
454	0.01942536843
455	0.01938758831
456	0.01936216473
457	0.01931054655
458	0.01924077471
459	0.01921747356
460	0.01916731306
461	0.01908437392
462	0.0190399788
463	0.01899771742
464	0.0189508483
465	0.01891832946
466	0.01887428692
467	0.01883567175
468	0.01880217032
469	0.01876892548
470	0.01870673588
471	0.01867628506
472	0.01864138417
473	0.01859633858
474	0.01855623291
475	0.01854043409
476	0.01849237643
477	0.01844413436
478	0.01840219637
479	0.01833888696
480	0.01829264302
481	0.01825721044
482	0.01822671194
483	0.01818663368
484	0.01815804509
485	0.01812275508
486	0.01809459319
487	0.01805485881
488	0.0180379465
489	0.01799216568
490	0.01795578176
491	0.01791390251
492	0.01787907861
493	0.01782184079
494	0.01778828971
495	0.01773897519
496	0.01770819314
497	0.01767579003
498	0.01763004867
499	0.0175968012
500	0.01757371933
501	0.01756723777
502	0.01752531896
503	0.01748894917
504	0.01745202288
505	0.01740349336
506	0.01735360364
507	0.0173115858
508	0.01728510951
509	0.0172491339
510	0.01720983622
511	0.01718901401
512	0.01715910056
513	0.01713529225
514	0.01709892701
515	0.01707789071
516	0.01702609422
517	0.01698751057
518	0.01692742532
519	0.01690720785
520	0.01687506261
521	0.01682417888
522	0.01677416669
523	0.0167330775
524	0.01670940443
525	0.01666663242
526	0.01661459494
527	0.01659985348
528	0.01655542663
529	0.01651618881
530	0.01647755254
531	0.01644363046
532	0.01641525667
533	0.01637976182
534	0.01636353545
535	0.01635856141
536	0.01632907558
537	0.01629138152
538	0.01624730236
539	0.01620550376
540	0.01619546377
541	0.01618809318
542	0.01614128645
543	0.01608880109
544	0.01605345549
545	0.01602000438
546	0.01597897126
547	0.01592840343
548	0.01589517326
549	0.01585552296
550	0.01581600544
551	0.01578265789
552	0.01576289832
553	0.01573258197
554	0.01569877217
555	0.01565671617
556	0.01561352338
557	0.0155802815
558	0.01553575064
559	0.01549948335
560	0.01546598325
561	0.01544116672
562	0.01539172793
563	0.01537727116
564	0.01534592342
565	0.01532311156
566	0.0153044889
567	0.01527041148
568	0.01523336008
569	0.01519931099
570	0.0151674229
571	0.0151367663
572	0.01510685996
573	0.015067965
574	0.01501434966
575	0.01500073129
576	0.01499117436
577	0.01495266265
578	0.0149163367
579	0.01488877122
580	0.01486016219
581	0.01484024676
582	0.01481973094
583	0.01481500402
584	0.01477879483
585	0.01473832363
586	0.0147100889
587	0.01467064607
588	0.01463999674
589	0.01463547505
590	0.01462295563
591	0.01459955978
592	0.01456852623
593	0.01454166342
594	0.01451683584
595	0.01449116387
596	0.01446582186
597	0.01443419497
598	0.01441883191
599	0.01439747292
600	0.01436302815
601	0.01435087037
602	0.01431866992
603	0.01429298421
604	0.01427487706
605	0.01425435796
606	0.01424296759
607	0.01422042074
608	0.0141939731
609	0.01417079884
610	0.01414266429
611	0.01410564679
612	0.01407575919
613	0.01404910151
614	0.01402298031
615	0.01401445297
616	0.01398350817
617	0.01397007763
618	0.01394277702
619	0.01391305781
620	0.01390037547
621	0.01389229878
622	0.01387922919
623	0.01386008602
624	0.01383707022
625	0.01380107334
626	0.01377503446
627	0.0137467561
628	0.01373431474
629	0.01369328882
630	0.01366925035
631	0.01365692803
632	0.01362536812
633	0.01359984204
634	0.01357552452
635	0.01356981458
636	0.01356585184
637	0.01355990292
638	0.01354046222
639	0.01353252543
640	0.01351382673
641	0.01349029867
642	0.01345696191
643	0.01343164283
644	0.0133972546
645	0.01337006516
646	0.01334422998
647	0.01331745631
648	0.01329397181
649	0.01327064801
650	0.01323264572
651	0.01321392506
652	0.01318609403
653	0.01316834259
654	0.01316017213
655	0.01315184385
656	0.01312148214
657	0.01311372183
658	0.01309259088
659	0.01306916097
660	0.01304484576
661	0.01302287626
662	0.01300740633
663	0.01297836638
664	0.01295915066
665	0.0129302866
666	0.01289791903
667	0.01288596278
668	0.01287920157
669	0.01286129928
670	0.0128262048
671	0.0128110919
672	0.01276401744
673	0.01276025992
674	0.01273122292
675	0.01271762492
676	0.01269598451
677	0.01268505049
678	0.01266295494
679	0.01264060484
680	0.01261981263
681	0.01260670579
682	0.01258058859
683	0.01254782393
684	0.01252329183
685	0.01250470032
686	0.01248438393
687	0.01246072701
688	0.01244204081
689	0.01243906652
690	0.01241242287
691	0.01238309837
692	0.01235888544
693	0.01233973083
694	0.01232042601
695	0.01229671551
696	0.01228042454
697	0.01226548128
698	0.01224335216
699	0.01222275712
700	0.01219953185
701	0.01217982577
702	0.01215818775
703	0.01212974507
704	0.01210479512
705	0.01208434678
706	0.01205673219
707	0.01204354412
708	0.01202579331
709	0.01200681134
710	0.01199921142
711	0.01198143004
712	0.01194865246
713	0.01192951741
714	0.01191990665
715	0.0118967114
716	0.01187119829
717	0.01186106636
718	0.01183459083
719	0.01182113111
720	0.01180001128
721	0.01177847915
722	0.01175390832
723	0.01174098209
724	0.01171299591
725	0.01168630997
726	0.01166858105
727	0.01165010225
728	0.01162856352
729	0.01160958226
730	0.01158817581
731	0.01157269217
732	0.01155388855
733	0.01153025072
734	0.01152119447
735	0.01151021302
736	0.01149446312
737	0.01147608792
738	0.0114670462
739	0.01145162256
740	0.01142992814
741	0.01141365228
742	0.01139674942
743	0.011372817
744	0.0113567704
745	0.01133455031
746	0.01131432328
747	0.01128664971
748	0.01127276105
749	0.01125458018
750	0.01124603013
751	0.01122751825
752	0.01120839881
753	0.0111924998
754	0.01117061139
755	0.01115300193
756	0.01113410126
757	0.01110560204
758	0.01108852587
759	0.01107373852
760	0.01104629834
761	0.01102735155
762	0.01100392189
763	0.01099136402
764	0.01097353909
765	0.01094954445
766	0.0109344745
767	0.01091111835
768	0.01089570071
769	0.01088046169
770	0.01084999558
771	0.01083862011
772	0.01082161785
773	0.01081217561
774	0.0108008834
775	0.01078427805
776	0.01077684224
777	0.01076569604
778	0.01074126533
779	0.01073075611
780	0.01072288411
781	0.01071801653
782	0.01071423322
783	0.01069863917
784	0.01068259082
785	0.01066792875
786	0.0106481863
787	0.01063309904
788	0.01062336873
789	0.01059136672
790	0.01056913702
791	0.01055887579
792	0.01055492672
793	0.0105470057
794	0.01054005191
795	0.01052307124
796	0.01050553917
797	0.01049809202
798	0.01048293673
799	0.01046714977
800	0.01045804372
801	0.01044232085
802	0.01042331025
803	0.01039949671
804	0.01038288641
805	0.01036195864
806	0.01034915599
807	0.0103461273
808	0.01032996773
809	0.01031592879
810	0.01030033884
811	0.01028943819
812	0.01027780161
813	0.01025917055
814	0.01024264905
815	0.01022148232
816	0.01020858511
817	0.01020225294
818	0.01018962029
819	0.01017818103
820	0.01016174378
821	0.01014089928
822	0.01012656591
823	0.0101072509
824	0.01009148173
825	0.01007326085
826	0.01004740862
827	0.01003522076
828	0.01001380809
829	0.0099977673
830	0.009982525621
831	0.00996530121
832	0.009950474711
833	0.009932200099
834	0.009920823382
835	0.009908828329
836	0.009899505102
837	0.009881109324
838	0.009863104242
839	0.009847679708
840	0.009835998003
841	0.009818755817
842	0.009808389725
843	0.009798971157
844	0.009774231709
845	0.009766988017
846	0.009744041863
847	0.009731884253
848	0.009716595401
849	0.0096993457
850	0.009697631425
851	0.009679186777
852	0.009663767996
853	0.009645709354
854	0.009624557926
855	0.009597161548
856	0.009577589449
857	0.009559522646
858	0.009546787408
859	0.00953419933
860	0.009512837039
861	0.00950351972
862	0.009487740423
863	0.009481030517
864	0.009464637276
865	0.009451465254
866	0.009447856406
867	0.009433191305
868	0.009413844949
869	0.00940154921
870	0.009389759316
871	0.009384983712
872	0.009361703664
873	0.009342833971
874	0.009329048456
875	0.009308352413
876	0.009292173978
877	0.009280421617
878	0.009264278119
879	0.009246854216
880	0.009240562741
881	0.009226604897
882	0.009212500353
883	0.009201403681
884	0.009181655895
885	0.009168606782
886	0.009153871889
887	0.009137276039
888	0.009126806943
889	0.009113246892
890	0.009101183458
891	0.009099498215
892	0.009091675814
893	0.009088528372
894	0.009077661834
895	0.009055463935
896	0.009046265341
897	0.00902860791
898	0.009015700153
899	0.008998922507
900	0.008986879136
901	0.008967245157
902	0.008954886689
903	0.008949936455
904	0.008930863182
905	0.008921233974
906	0.008905599377
907	0.008891185385
908	0.00888006285
909	0.008866210794
910	0.008854782572
911	0.008842346456
912	0.008823944676
913	0.008805749867
914	0.008792483931
915	0.008775173859
916	0.008761948798
917	0.008750306304
918	0.008738711251
919	0.008723537551
920	0.008713710701
921	0.008699584617
922	0.008690244869
923	0.008676905975
924	0.008662131018
925	0.008651099178
926	0.008639715982
927	0.008628956638
928	0.008610723998
929	0.008597726343
930	0.008586267449
931	0.008577221336
932	0.008566483308
933	0.008553020061
934	0.008541034974
935	0.008528852077
936	0.008519945567
937	0.008513691784
938	0.008498915913
939	0.008486137513
940	0.008473498336
941	0.008465565505
942	0.008452201701
943	0.008443761545
944	0.008429542377
945	0.008419154594
946	0.008406695671
947	0.008389094407
948	0.008374235082
949	0.008362375162
950	0.00834728205
951	0.008331999796
952	0.008323082173
953	0.008313136942
954	0.00830692261
955	0.008293020823
956	0.008283043162
957	0.008270234547
958	0.008253758216
959	0.008244966032
960	0.008231627417
961	0.008221863419
962	0.008202444075
963	0.008194182068
964	0.008184567678
965	0.008175876759
966	0.008162104176
967	0.008149642596
968	0.008141057973
969	0.008131437796
970	0.00812532856
971	0.008114899304
972	0.00810183212
973	0.008091692764
974	0.008080514544
975	0.008069895346
976	0.008057164389
977	0.008045706726
978	0.008029322152
979	0.008019088046
980	0.008005423153
981	0.008000168712
982	0.007989520238
983	0.007981532203
984	0.007970022306
985	0.007956067363
986	0.007944837774
987	0.007935720779
988	0.00792406305
989	0.007914980941
990	0.007901122706
991	0.007883990904
992	0.00787438846
993	0.007863743996
994	0.007851587144
995	0.007842709036
996	0.007839838219
997	0.00783317661
998	0.007821503328
999	0.007806799876
